,utterance,request,importance
6355,issue paying online order could notify itt,payment_issue,standard_priority
6356,create one online account email address,create_account,medium_priority
6357,inform payment issue,payment_issue,medium_priority
6358,bought something modify order,change_order,high_priority
6359,see bill,get_invoice,medium_priority
6360,help check time contact customer service,contact_customer_service,medium_priority
6361,issue trying pay order,payment_issue,standard_priority
6362,solve issue payment,payment_issue,high_priority
6363,try check cases ask refund,check_refund_policy,standard_priority
6364,question changing order,change_order,medium_priority
6365,got error message tried pay charged anyway could report,payment_issue,high_priority
6366,call client service,contact_customer_service,medium_priority
6367,concert cancelled request reimbursement,get_refund,standard_priority
6368,trying delete account,delete_account,standard_priority
6369,got error tried make payment charged anyway inform,payment_issue,standard_priority
6370,find invoices february,check_invoice,medium_priority
6371,could show options delivery choose,delivery_options,medium_priority
6372,got error tried make payment charged anyway notify,payment_issue,standard_priority
6373,get error message attempt pay online order,payment_issue,standard_priority
6374,discontent service need help lodging consumer complaint,complaint,standard_priority
6375,know sign damn newsletter,newsletter_subscription,standard_priority
6376,want see email customer support,contact_customer_service,medium_priority
6377,got account open one,create_account,standard_priority
6378,user account id like open one,create_account,high_priority
6379,want check reimbursement policy,check_refund_policy,high_priority
6380,could help getting invoices,get_invoice,medium_priority
6381,check invoice,check_invoices,medium_priority
6382,help leave review services,review,medium_priority
6383,want assistance reporting registration issue,registration_problems,medium_priority
6384,lost bills view,check_invoices,standard_priority
6385,want account create one,create_account,medium_priority
6386,help tracking last order,track_order,medium_priority
6387,dont want acount cancel,delete_account,high_priority
6388,help set new shipping address,set_up_shipping_address,medium_priority
6389,help make purchase,place_order,medium_priority
6390,help create online account,create_account,medium_priority
6391,want make chahge inmy order,change_order,medium_priority
6392,lost bills want vview,check_invoices,standard_priority
6393,check payment methods allowed help,check_payment_methods,high_priority
6394,arent helping wan na talk human please,contact_human_agent,high_priority
6395,show remibursement policy,check_refund_policy,medium_priority
6396,problem making payment,payment_issue,standard_priority
6397,want profile closeit,delete_account,standard_priority
6398,errors account registration,registration_problems,medium_priority
6399,show delivery options,delivery_options,medium_priority
6400,please could u ask agent could notify issue paying,payment_issue,high_priority
6401,want assistance checking item arrive,delivery_period,medium_priority
6402,want make order help,place_order,standard_priority
6403,correct personla information,edit_account,standard_priority
6404,help checking hours customer service available,contact_customer_service,medium_priority
6405,want notify problem paying help,payment_issue,standard_priority
6406,tell email client service,contact_customer_service,medium_priority
6407,ihave question contact customer support,contact_customer_service,standard_priority
6408,like service need help making complaint,complaint,standard_priority
6409,several online accounts,create_account,medium_priority
6410,someone stole account password reset,recover_password,standard_priority
6411,want know one profile,create_account,standard_priority
6412,need check long delivery takes,delivery_period,standard_priority
6413,got get refunds,get_refund,standard_priority
6414,help getting invoice,get_invoice,medium_priority
6415,number contact customer support,contact_customer_service,medium_priority
